row,pot,mass,ber,eaten,mold,unsure,date,sug_1,sug_2
C,8,97.80,N,N,N,N,14-Nov,7.3,7.3
C,2,97.40,N,N,N,N,28-Dec,,
C,1,97.20,N,N,Y,N,2-Dec,7.1,
C,1,97.10,N,N,N,N,25-Dec,,
C,5,97.00,N,N,N,N,25-Dec,,
C,3,96.90,N,N,N,N,28-Dec,,
C,1,96.70,Y,N,N,N,15-Dec,,
C,5,96.40,N,N,N,N,25-Dec,,
C,3,96.30,N,N,N,N,25-Dec,,
C,7,96.00,N,N,N,N,3-Nov,3.7,4.7
C,8,95.70,N,N,N,N,14-Nov,6.3,6.6
C,1,95.40,Y,N,N,N,18-Nov,,
C,4,95.30,N,N,N,N,25-Dec,,
C,4,95.20,N,N,N,N,25-Dec,,
C,8,94.80,Y,N,N,N,24-Oct,,
C,8,94.10,Y,N,N,N,15-Dec,,
C,4,93.90,Y,N,N,N,4-Nov,,
C,1,93.70,N,N,N,N,25-Dec,,
C,7,93.50,N,N,N,N,29-Nov,3.8,3.5
C,8,93.00,Y,N,N,N,18-Nov,,
C,2,92.90,N,N,N,N,14-Nov,4.8,5
C,5,92.00,Y,N,N,N,18-Nov,,
C,2,91.90,N,N,N,N,8-Nov,6.6,6.6
C,5,91.00,N,N,Y,N,15-Dec,,
C,5,90.80,N,N,N,N,25-Dec,,
C,2,90.50,N,N,N,N,2-Dec,7,7.1
C,8,90.00,N,N,N,N,8-Dec,,
C,1,89.00,N,N,N,N,3-Nov,6.5,6.3
C,2,88.60,N,N,N,N,10-Nov,6.5,7.3
C,1,88.50,N,N,N,N,25-Dec,,
C,8,88.40,Y,N,N,N,20-Oct,,
C,5,88.20,N,N,N,N,8-Dec,,
C,1,87.90,N,N,N,N,28-Dec,,
C,1,87.30,N,N,N,N,28-Dec,,
C,1,87.20,N,N,N,N,28-Dec,,
C,8,87.00,Y,N,N,N,2-Dec,,
C,2,86.70,N,N,N,N,14-Nov,4.8,4.7
C,7,86.70,N,N,N,Y,15-Dec,,
C,1,85.50,N,N,N,N,15-Dec,,
C,8,85.20,Y,N,N,N,18-Nov,,
C,1,84.30,N,N,N,N,30-Nov,6.8,7
C,7,84.10,N,N,N,N,18-Nov,4.3,4.3
C,2,83.40,N,N,N,N,28-Dec,,
C,4,83.30,N,N,N,N,15-Dec,,
C,3,83.20,N,N,N,N,14-Nov,5.5,5.6
C,2,83.00,N,N,N,N,25-Dec,,
C,1,82.90,N,N,N,N,25-Dec,,
C,8,82.20,N,N,N,N,10-Dec,,
C,2,80.80,N,N,N,N,3-Nov,7.4,7.3
C,8,80.80,Y,N,N,N,10-Nov,,
C,2,80.70,N,N,N,N,11-Nov,6,6.1
C,1,80.60,N,N,N,N,25-Dec,,
C,4,80.40,N,N,N,N,25-Dec,,
C,1,80.00,N,N,N,N,25-Dec,,
C,3,79.90,N,N,N,N,25-Dec,,
C,1,79.60,N,N,N,N,28-Dec,,
C,4,79.30,N,N,N,N,28-Dec,,
C,7,78.90,N,N,Y,N,25-Dec,,
C,2,78.50,N,N,N,N,30-Nov,5,4.4
C,1,78.20,N,N,N,N,25-Dec,,
C,4,78.10,N,N,N,N,28-Dec,,
C,2,78.00,N,N,N,N,26-Nov,4.2,
C,1,77.60,N,N,N,N,25-Dec,,
C,2,76.80,N,N,N,N,7-Nov,7.3,6.5
C,8,76.70,Y,N,N,N,18-Nov,,
C,5,75.60,N,N,N,N,25-Dec,,
C,2,75.20,N,N,N,N,14-Nov,7.3,5.8
C,1,74.80,N,N,N,N,28-Dec,,
C,2,74.10,N,N,N,N,8-Dec,,
C,1,73.30,N,N,N,N,25-Dec,,
C,5,72.90,Y,N,N,N,15-Dec,,
C,8,71.10,Y,N,N,N,4-Nov,,
C,5,71.00,N,N,N,N,25-Dec,,
C,1,71.00,N,N,N,N,25-Dec,,
C,8,70.70,N,N,N,N,25-Dec,,
C,1,70.00,N,N,N,N,25-Dec,,
C,8,68.70,N,N,N,N,30-Nov,8.6,8.4
C,5,68.60,N,N,N,N,25-Dec,,
C,2,67.80,N,N,N,N,28-Dec,,
C,2,67.40,Y,N,N,N,15-Dec,,
C,7,67.40,N,N,N,N,15-Dec,,
C,5,66.00,N,N,N,N,25-Dec,,
C,1,65.70,Y,N,N,N,10-Dec,,
C,8,65.50,N,N,N,N,25-Dec,,
C,2,64.30,Y,N,N,N,10-Nov,,
C,8,64.10,Y,N,N,N,15-Dec,,
C,4,63.50,N,N,N,N,5-Dec,,
C,1,62.30,N,N,N,N,28-Dec,,
C,1,61.60,N,N,N,N,28-Dec,,
C,8,61.40,N,N,N,N,14-Nov,4.8,5.3
C,1,61.30,N,N,N,N,15-Dec,,
C,3,61.30,N,N,N,N,25-Dec,,
C,2,57.40,Y,N,N,N,2-Dec,,
C,5,57.30,N,N,N,N,28-Dec,,
C,8,57.10,Y,N,N,N,14-Nov,,
C,2,56.70,Y,N,N,N,18-Nov,,
C,3,56.70,N,N,N,N,25-Dec,,
C,2,56.20,Y,N,N,N,2-Dec,,
C,1,55.30,N,N,N,N,25-Dec,,
C,2,55.10,N,N,N,N,11-Nov,6.4,5.8
C,2,55.10,N,N,N,N,14-Nov,8.4,
C,1,53.90,N,N,N,N,25-Dec,,
C,3,53.70,N,N,N,N,25-Dec,,
C,3,53.70,N,N,N,N,25-Dec,,
C,3,53.30,N,N,N,N,25-Dec,,
C,1,51.70,N,N,N,N,28-Dec,,
C,3,50.70,N,N,N,N,25-Dec,,
C,1,50.30,N,N,N,N,25-Dec,,
C,4,44.20,N,N,N,N,25-Dec,,
C,1,42.40,Y,N,N,N,11-Nov,,
C,3,42.10,N,N,N,N,28-Dec,,
C,1,41.80,N,N,N,N,28-Dec,,
C,2,40.80,N,N,N,N,28-Dec,,
C,2,40.20,N,N,N,N,25-Dec,,
C,2,37.80,N,N,N,N,30-Nov,7.3,7.4
C,4,37.00,N,N,N,N,28-Dec,,
C,4,36.00,N,N,N,N,25-Dec,,
C,3,29.50,N,N,N,N,25-Dec,,
C,5,,Y,N,N,N,26-Nov,,
C,8,,Y,N,N,N,26-Nov,,
C,5,,Y,N,N,N,26-Nov,,
C,1,,Y,N,N,N,26-Nov,,
C,8,,Y,N,N,N,26-Nov,,
C,3,,Y,N,N,N,26-Nov,,
C,1,,N,N,N,N,28-Dec,,
C,3,,N,N,N,N,28-Dec,,
C,5,,N,N,N,N,28-Dec,,
C,3,,N,N,N,N,28-Dec,,
C,7,,N,N,N,N,28-Dec,,
B,6,343.90,N,N,N,N,1-Nov,5.9,5.9
B,4,329.40,N,N,N,Y,10-Nov,3.6,3.6
B,8,324.90,N,N,N,Y,24-Oct,6.4,5.5
B,2,314.30,N,N,N,N,3-Nov,5.2,5.2
B,4,273.60,N,N,N,N,28-Oct,4.3,5.3
B,2,260.50,N,N,N,N,3-Nov,5.2,4.9
B,4,254.40,N,N,N,N,3-Nov,4.4,4.4
B,8,253.30,N,N,N,N,28-Oct,6,6.3
B,2,253.20,N,N,N,Y,1-Nov,5.1,4.7
B,3,250.70,N,N,N,N,1-Nov,6,5.7
B,4,245.20,N,N,N,N,8-Nov,4.4,5
B,4,240.40,N,N,N,N,8-Nov,4.5,3.1
B,6,238.80,N,N,N,N,3-Nov,5.5,5.5
B,4,231.50,N,N,N,N,10-Nov,4.6,4.6
B,2,228.30,N,N,N,N,25-Dec,,
B,8,219.60,N,N,N,N,11-Nov,6.5,6.3
B,2,211.40,N,N,Y,N,5-Dec,,
B,1,208.40,N,N,N,N,3-Nov,6.2,6.5
B,2,208.20,N,N,N,N,5-Dec,,
B,6,204.20,N,N,N,N,29-Nov,5.3,4.8
B,5,203.00,N,N,N,N,3-Nov,6.4,6.3
B,2,202.60,N,N,N,N,8-Nov,5.3,5.6
B,6,199.30,N,N,N,N,1-Nov,6.1,6
B,4,195.30,N,N,N,N,1-Nov,6.5,6.2
B,4,192.40,N,N,N,N,18-Nov,4.8,4.8
B,8,189.50,N,N,N,N,1-Nov,6.4,6
B,4,188.10,N,N,N,N,8-Dec,,
B,7,186.70,N,N,N,Y,24-Oct,,
B,3,185.20,Y,N,N,N,24-Oct,,
B,4,185.00,N,N,N,N,7-Nov,4.7,4.7
B,2,184.20,N,N,N,N,26-Nov,5.8,6.1
B,7,184.00,N,N,N,N,1-Nov,5.2,5.5
B,6,180.90,N,N,Y,N,15-Dec,,
B,3,179.60,N,N,Y,N,10-Nov,5.7,5.6
B,7,176.90,N,N,N,N,1-Nov,5.6,4.8
B,1,176.70,N,N,N,N,15-Dec,,
B,6,175.20,N,N,N,N,11-Nov,6.2,6.3
B,7,175.10,N,N,Y,N,15-Dec,,
B,2,174.90,N,N,Y,N,26-Nov,5.5,6
B,2,173.80,N,N,N,N,29-Nov,6.1,5.6
B,4,172.60,N,N,N,N,15-Dec,,
B,4,172.00,N,N,N,N,29-Nov,5.1,4.9
B,2,168.50,N,N,N,N,30-Nov,5.5,5.8
B,4,168.00,N,N,N,N,15-Dec,,
B,2,166.70,N,N,N,N,25-Dec,,
B,2,166.60,N,N,N,N,3-Nov,5.4,5.2
B,6,164.70,N,N,N,N,11-Nov,6,6.4
B,4,164.10,N,N,N,N,26-Nov,5.4,5.2
B,2,163.20,N,N,N,N,26-Nov,7.1,
B,5,162.90,N,N,N,N,28-Oct,7.3,6.8
B,2,162.40,N,N,N,N,29-Nov,4.4,5.2
B,4,162.30,N,N,N,N,25-Dec,,
B,3,160.10,N,N,N,N,14-Nov,6.3,6
B,4,159.90,N,N,N,N,1-Nov,6.2,5.7
B,1,157.40,N,N,N,N,28-Oct,6.9,6.8
B,6,157.40,N,N,N,N,11-Nov,6.9,6.7
B,6,155.40,N,N,N,N,30-Nov,7.6,7.7
B,4,155.20,N,N,Y,N,5-Dec,,
B,7,152.90,N,N,N,N,11-Nov,5.2,5.3
B,3,151.00,N,N,N,N,1-Nov,5.3,4.9
B,5,150.05,N,N,N,N,1-Nov,7,6.4
B,3,149.20,N,N,N,N,10-Nov,5,4.2
B,4,147.70,N,N,N,N,26-Nov,4.6,4.6
B,7,146.40,N,N,N,N,7-Nov,5.4,5.7
B,4,144.40,N,N,N,N,25-Dec,,
B,4,143.90,N,N,N,N,11-Nov,4.9,5.1
B,6,143.20,N,N,N,N,30-Nov,4.7,4.3
B,6,141.70,N,N,N,N,10-Nov,4.9,4.6
B,4,140.50,N,N,N,N,25-Dec,,
B,4,139.80,N,N,N,N,25-Dec,,
B,6,139.30,N,N,N,N,8-Dec,,
B,6,139.10,N,N,N,N,8-Dec,,
B,4,138.30,N,N,N,N,5-Dec,,
B,8,138.20,N,N,N,N,10-Nov,6.8,6.4
B,4,136.60,N,N,N,N,11-Nov,5.2,5.1
B,5,135.80,N,N,Y,N,8-Nov,7.1,7.1
B,7,135.10,N,N,N,N,1-Nov,5.2,4.9
B,3,134.80,N,N,N,N,30-Nov,5.5,5.7
B,4,134.50,N,N,N,N,28-Dec,,
B,3,134.00,N,N,N,N,1-Nov,5.6,5.2
B,4,134.00,N,N,N,N,15-Dec,,
B,3,133.10,N,N,N,N,8-Nov,5,5.2
B,4,132.40,N,N,N,N,7-Nov,4.6,4.4
B,8,132.30,N,N,N,N,5-Dec,,
B,4,132.10,N,N,N,N,8-Dec,,
B,4,131.90,N,N,N,N,8-Dec,,
B,8,130.70,N,N,N,N,1-Nov,7.1,6.8
B,3,130.00,N,N,N,N,28-Dec,,
B,5,128.00,N,N,N,N,10-Nov,6.3,6
B,4,127.60,N,N,N,N,25-Dec,,
B,8,127.40,N,N,N,N,14-Nov,7.7,6.6
B,8,127.30,N,N,N,N,29-Nov,9.1,8.8
B,6,127.20,N,N,N,N,29-Nov,7,5.9
B,6,127.10,N,N,N,N,11-Nov,6.5,7.8
B,2,127.10,N,N,N,N,28-Dec,,
B,4,125.90,N,N,N,N,8-Dec,,
B,7,123.80,N,N,N,N,14-Nov,5.7,5.6
B,4,123.00,N,N,N,N,28-Dec,,
B,8,122.60,N,N,N,N,29-Nov,8.4,8.3
B,8,122.60,N,N,N,N,8-Dec,,
B,4,122.40,N,N,N,N,25-Dec,,
B,6,121.10,N,N,N,N,11-Nov,6.5,6.5
B,2,121.10,N,N,N,N,14-Nov,4.2,3.6
B,4,119.00,N,N,N,N,28-Dec,,
B,4,118.60,N,N,N,N,15-Dec,,
B,7,118.00,N,N,N,N,14-Nov,6.3,5.6
B,8,117.70,N,N,N,N,3-Nov,6.9,6.3
B,7,117.40,N,N,N,N,11-Nov,6,5.7
B,6,116.80,N,N,N,N,8-Dec,,
B,6,115.90,N,N,N,N,10-Dec,,
B,6,115.50,N,N,N,N,29-Nov,7.5,6.8
B,5,115.40,N,N,N,N,8-Nov,6.2,6.4
B,6,115.40,N,N,N,N,8-Dec,,
B,7,115.00,N,N,N,N,8-Nov,4.7,5.1
B,1,114.20,Y,N,N,N,20-Oct,,
B,4,114.20,N,N,N,N,8-Dec,,
B,2,114.00,N,N,N,N,26-Nov,5.8,5.8
B,6,113.70,Y,N,N,N,10-Nov,,
B,5,112.80,N,N,N,N,10-Nov,5.1,5.2
B,6,112.10,N,N,N,N,11-Nov,7.2,7
B,6,110.30,N,N,N,N,30-Nov,4.9,4.7
B,8,110.30,N,N,N,N,28-Dec,,
B,7,109.80,N,N,Y,N,29-Nov,5.9,
B,1,109.80,N,N,N,N,2-Dec,8.5,8
B,3,109.50,N,N,N,N,28-Dec,,
B,3,108.60,N,N,N,N,2-Dec,6,5.9
B,1,108.20,N,N,N,N,14-Nov,7.4,7.3
B,3,107.40,N,N,N,N,28-Dec,,
B,4,107.00,N,Y,N,N,29-Nov,4.9,4.8
B,6,106.90,N,N,Y,N,15-Dec,,
B,1,106.00,N,N,N,N,14-Nov,7.3,7.6
B,1,105.80,N,N,N,N,14-Nov,8.8,8
B,2,105.30,N,N,N,N,28-Dec,,
B,6,105.10,N,N,N,N,28-Dec,,
B,7,104.60,N,N,N,N,8-Nov,5.1,4.3
B,5,104.30,Y,N,N,N,28-Oct,7,6.7
B,6,103.80,N,N,N,N,29-Nov,7.2,7.2
B,2,103.30,N,N,N,N,2-Dec,5.7,5.4
B,8,103.00,N,N,N,N,8-Dec,,
B,4,100.70,N,N,N,N,30-Nov,4.8,4.3
B,8,100.50,N,N,N,N,29-Nov,8.6,8.2
B,7,99.50,N,N,N,N,30-Nov,6.1,4.6
B,4,99.40,N,N,N,N,25-Dec,,
B,4,97.20,N,N,N,N,28-Dec,,
B,8,96.90,N,N,N,N,5-Dec,,
B,5,96.90,N,N,N,N,15-Dec,,
B,3,96.00,N,N,N,N,4-Nov,5.9,6
B,3,95.70,N,N,N,N,11-Nov,7.2,6.1
B,6,94.90,N,N,N,N,15-Dec,,
B,7,94.70,N,N,N,N,25-Dec,,
B,5,93.30,N,N,N,N,25-Dec,,
B,6,93.30,N,N,N,N,28-Dec,,
B,6,93.30,N,N,N,N,28-Dec,,
B,3,93.00,N,N,N,N,11-Nov,5.7,6.1
B,2,92.80,N,N,N,N,15-Dec,,
B,5,92.30,N,N,N,N,8-Nov,,
B,1,92.10,Y,N,N,N,3-Nov,,
B,5,92.00,N,N,N,N,8-Nov,7.7,8.3
B,6,92.00,N,N,N,N,28-Dec,,
B,2,92.00,N,N,N,N,28-Dec,,
B,6,91.20,N,N,N,N,25-Dec,,
B,7,90.10,N,N,N,N,14-Nov,5.4,5.4
B,4,89.60,N,N,N,N,15-Dec,,
B,6,89.00,Y,N,N,N,2-Dec,,
B,5,88.90,Y,N,N,N,2-Dec,,
B,2,88.10,N,N,N,N,25-Dec,,
B,5,87.70,Y,N,N,N,8-Nov,,
B,6,87.10,N,N,N,N,15-Dec,,
B,1,87.10,N,N,N,N,25-Dec,,
B,8,87.00,N,N,Y,N,8-Dec,,
B,6,86.60,Y,N,N,N,14-Nov,,
B,1,85.40,N,N,N,N,1-Nov,7.7,6.9
B,8,85.20,N,N,N,N,15-Dec,,
B,1,85.00,Y,N,N,N,20-Oct,,
B,6,84.00,N,N,N,N,28-Dec,,
B,4,83.90,N,N,N,N,11-Nov,6.6,6
B,6,83.60,N,N,N,N,25-Dec,,
B,1,83.30,N,N,N,N,25-Dec,,
B,1,83.20,N,N,N,N,8-Dec,,
B,5,82.60,N,N,N,N,11-Nov,7.9,7.3
B,5,82.60,N,N,N,N,14-Nov,6.6,5.8
B,5,82.60,N,N,N,N,8-Dec,,
B,5,82.50,Y,N,N,N,18-Nov,,
B,7,81.80,N,N,N,N,14-Nov,4.9,4.9
B,1,81.50,N,N,N,N,14-Nov,7.7,7.2
B,7,81.30,Y,N,N,N,10-Nov,,
B,6,80.50,N,N,N,N,25-Dec,,
B,5,80.30,N,N,N,N,25-Dec,,
B,1,80.30,N,N,N,N,25-Dec,,
B,7,79.90,N,N,N,N,5-Dec,,
B,1,79.90,N,N,N,N,25-Dec,,
B,4,79.80,N,N,N,N,25-Dec,,
B,5,79.30,N,N,N,N,5-Dec,,
B,8,78.90,N,N,N,N,25-Dec,,
B,4,78.30,N,N,N,Y,25-Dec,,
B,8,78.00,N,N,N,N,30-Nov,7.5,7.2
B,2,77.40,N,N,N,N,8-Dec,,
B,8,77.20,N,N,N,N,5-Dec,,
B,2,77.00,N,N,N,N,29-Nov,7.9,7.7
B,8,77.00,Y,N,N,N,2-Dec,,
B,6,77.00,N,N,N,N,15-Dec,,
B,2,76.70,N,N,N,N,25-Dec,,
B,1,76.50,N,N,N,N,15-Dec,,
B,6,76.10,N,N,N,N,25-Dec,,
B,8,74.80,Y,N,N,N,15-Dec,,
B,2,74.70,N,N,N,N,8-Dec,,
B,8,74.70,N,N,N,N,15-Dec,,
B,6,74.60,N,N,N,N,8-Dec,,
B,8,74.50,N,N,N,N,26-Nov,7.8,7.4
B,1,74.20,N,N,N,N,25-Dec,,
B,8,73.70,Y,N,N,N,2-Dec,,
B,3,73.70,N,N,N,N,28-Dec,,
B,8,73.20,N,N,N,N,29-Nov,7.2,6.8
B,8,72.80,N,N,Y,N,26-Nov,8.3,8.9
B,2,72.70,N,N,N,N,25-Dec,,
B,1,72.00,N,N,N,N,25-Dec,,
B,6,71.50,N,N,N,N,25-Dec,,
B,5,71.20,N,N,N,N,25-Dec,,
B,1,71.00,N,N,N,N,5-Dec,,
B,8,71.00,N,N,N,N,15-Dec,,
B,1,70.90,N,N,Y,N,25-Dec,,
B,5,70.50,N,N,Y,N,10-Dec,,
B,2,70.40,N,N,N,N,8-Dec,,
B,6,69.60,Y,N,N,N,18-Nov,,
B,5,69.50,N,N,N,N,28-Dec,,
B,3,69.40,Y,N,N,N,15-Dec,,
B,8,69.00,N,N,N,N,15-Dec,,
B,1,69.00,N,N,N,N,28-Dec,,
B,3,68.70,N,N,N,N,29-Nov,6.1,6.2
B,8,68.40,Y,N,N,N,10-Dec,,
B,6,68.30,Y,N,N,N,15-Dec,,
B,6,67.70,Y,N,Y,N,15-Dec,,
B,4,67.30,N,N,N,N,28-Dec,,
B,8,67.10,Y,N,N,N,10-Nov,,
B,1,66.40,N,N,N,N,25-Dec,,
B,8,65.50,N,N,N,N,28-Dec,,
B,1,65.30,N,N,N,N,25-Dec,,
B,8,65.30,N,N,N,N,28-Dec,,
B,1,64.20,N,N,N,N,8-Dec,,
B,8,63.50,N,N,N,N,28-Dec,,
B,4,63.20,N,N,N,N,8-Dec,,
B,8,63.20,N,N,N,N,25-Dec,,
B,1,63.10,Y,N,N,N,4-Nov,,
B,8,62.10,N,N,N,N,28-Dec,,
B,1,61.20,N,N,N,N,25-Dec,,
B,8,59.60,N,N,N,N,8-Dec,,
B,5,59.50,N,N,N,N,25-Dec,,
B,6,58.30,N,N,N,N,25-Dec,,
B,8,57.70,N,N,N,N,25-Dec,,
B,8,57.30,Y,N,N,N,15-Dec,,
B,8,57.10,N,N,N,N,25-Dec,,
B,8,57.10,N,N,N,N,25-Dec,,
B,6,56.60,Y,N,N,N,18-Nov,,
B,3,55.90,N,N,N,N,29-Nov,6.8,6.5
B,5,55.20,N,N,N,N,29-Nov,8,7
B,1,55.10,N,N,N,N,8-Dec,,
B,1,54.70,N,N,N,N,25-Dec,,
B,5,54.30,Y,N,N,N,15-Dec,,
B,5,54.20,N,N,N,N,25-Dec,,
B,3,53.20,N,N,N,N,14-Nov,5.1,
B,8,52.60,N,N,N,N,25-Dec,,
B,8,52.40,N,N,N,N,8-Dec,,
B,5,51.80,N,N,N,N,25-Dec,,
B,8,51.70,N,N,N,N,28-Dec,,
B,8,51.70,N,N,N,N,28-Dec,,
B,5,51.60,N,N,N,N,25-Dec,,
B,8,50.80,N,N,N,N,15-Dec,,
B,5,50.20,N,N,N,N,25-Dec,,
B,1,50.10,N,N,N,N,28-Dec,,
B,8,49.30,N,N,N,N,15-Dec,,
B,1,48.70,N,N,N,N,28-Dec,,
B,8,48.60,N,N,N,N,25-Dec,,
B,8,48.40,N,N,N,N,25-Dec,,
B,8,48.10,N,N,N,N,15-Dec,,
B,8,47.90,N,N,N,N,25-Dec,,
B,5,47.90,N,N,N,N,28-Dec,,
B,8,47.40,N,N,N,N,28-Dec,,
B,8,46.70,N,N,N,N,25-Dec,,
B,1,46.60,N,N,N,N,28-Dec,,
B,8,46.10,N,N,N,N,25-Dec,,
B,8,45.10,N,N,N,N,25-Dec,,
B,8,44.70,N,N,N,N,25-Dec,,
B,8,42.20,N,N,N,N,25-Dec,,
B,1,41.40,Y,N,N,N,4-Nov,,
B,5,41.40,N,N,N,N,28-Dec,,
B,2,41.10,N,N,N,N,25-Dec,,
B,5,39.60,N,N,N,N,25-Dec,,
B,8,39.40,N,N,N,N,25-Dec,,
B,8,39.30,N,N,N,N,29-Nov,8.7,8.7
B,5,38.70,N,N,N,N,25-Dec,,
B,5,38.10,N,N,N,N,15-Dec,,
B,8,36.00,N,N,N,N,8-Dec,,
B,8,35.80,N,N,N,N,15-Dec,,
B,2,34.60,N,N,Y,N,25-Dec,,
B,1,33.70,N,N,N,N,28-Dec,,
B,8,32.50,N,N,N,N,25-Dec,,
B,8,25.60,N,N,N,N,15-Dec,,
B,8,24.90,N,N,N,N,25-Dec,,
B,8,24.00,N,N,N,N,25-Dec,,
B,5,,N,N,N,N,8-Nov,,
B,8,,Y,N,N,N,10-Nov,,
B,8,,Y,N,N,N,10-Nov,,
B,8,,Y,N,N,N,10-Nov,,
B,4,,Y,N,N,N,26-Nov,,
B,8,,N,N,Y,N,10-Dec,,
B,6,,N,N,Y,N,25-Dec,,
B,4,,N,N,N,N,28-Dec,,
B,6,,N,N,N,N,28-Dec,,
B,8,,N,N,N,N,28-Dec,,
B,7,,N,N,N,N,28-Dec,,
B,8,,N,N,N,N,28-Dec,,
B,7,,N,N,N,N,28-Dec,,
B,8,,N,N,N,N,28-Dec,,
B,6,,N,N,N,N,28-Dec,,
B,3,,N,N,N,N,28-Dec,,
A,6,316.90,N,N,N,N,28-Oct,6.1,5.3
A,3,311.60,N,N,N,N,26-Nov,6.4,6.3
A,7,310.70,N,N,N,N,1-Nov,4.9,5.1
A,5,309.80,N,N,N,N,1-Nov,4.6,4.6
A,7,305.50,N,N,N,N,3-Nov,4.8,5
A,1,281.00,N,N,N,N,8-Nov,4.3,4.2
A,1,263.10,N,N,N,N,3-Nov,4.2,3.9
A,7,259.70,N,N,N,N,28-Oct,5.2,4.9
A,4,257.60,N,N,N,N,4-Nov,4.1,3.8
A,7,256.60,N,N,N,N,28-Oct,5,4.6
A,8,246.80,N,N,N,N,1-Nov,6.8,6.9
A,4,244.70,N,N,N,N,4-Nov,4.3,4.3
A,1,241.50,N,N,N,N,8-Nov,3.9,3.5
A,1,241.40,N,N,N,N,7-Nov,4.8,4.5
A,1,239.60,N,N,N,N,8-Dec,,
A,3,234.50,N,N,N,N,1-Nov,5.8,6.1
A,1,232.30,N,N,Y,N,15-Dec,,
A,1,225.70,N,N,N,N,28-Dec,,
A,1,216.70,N,N,N,N,29-Nov,4.6,5.1
A,3,215.10,N,N,N,N,14-Nov,4.6,4
A,5,204.20,N,N,N,N,8-Dec,,
A,7,203.60,N,N,N,N,10-Nov,3.5,3
A,5,199.70,N,N,N,N,14-Nov,4.6,4.5
A,1,193.30,N,N,N,N,14-Nov,5.2,5.1
A,4,192.50,N,N,Y,N,29-Nov,4.5,4.4
A,1,192.10,N,N,N,N,25-Dec,,
A,7,190.70,N,N,N,N,29-Nov,4.4,4.5
A,3,190.40,N,N,N,N,1-Nov,6.4,6.2
A,3,185.80,N,N,Y,N,10-Nov,3.3,3.9
A,3,185.70,N,N,Y,N,29-Nov,,
A,3,184.70,N,N,N,N,25-Dec,,
A,4,184.40,N,N,N,N,3-Nov,5.2,5.4
A,2,184.10,N,N,N,N,7-Nov,6.3,6.7
A,1,183.90,N,N,N,N,10-Nov,4.5,4.6
A,2,182.80,N,N,N,N,10-Nov,6.6,6.1
A,7,182.20,N,N,N,N,11-Nov,5.2,5.3
A,3,182.10,N,N,N,N,15-Dec,,
A,7,181.60,N,N,N,N,3-Nov,5.3,4.3
A,3,180.60,N,N,N,N,1-Nov,6.1,6
A,7,180.00,N,N,N,N,28-Dec,,
A,5,174.90,N,N,N,N,15-Dec,,
A,1,174.30,N,N,N,N,7-Nov,5.2,4.8
A,2,174.10,N,N,N,N,14-Nov,4.6,5.6
A,4,173.70,N,N,N,N,3-Nov,5.7,5.3
A,3,172.00,N,N,N,N,25-Dec,,
A,5,171.70,N,N,N,N,5-Dec,,
A,4,171.50,N,N,Y,N,14-Nov,6.9,6.6
A,3,171.50,N,N,N,N,29-Nov,6,6.1
A,5,171.40,N,N,N,N,26-Nov,4.8,4.9
A,5,171.30,N,N,N,N,11-Nov,4.9,4.9
A,4,170.00,N,N,Y,N,26-Nov,4.7,4.8
A,1,169.20,N,N,N,N,15-Dec,,
A,3,167.70,N,N,N,N,15-Dec,,
A,3,166.20,N,N,N,N,29-Nov,5.4,5.5
A,3,164.00,N,N,N,N,8-Dec,,
A,4,163.60,N,N,N,N,1-Nov,6,5.9
A,3,163.00,N,N,N,N,29-Nov,5.5,5.5
A,3,161.90,N,N,N,N,25-Dec,,
A,7,161.80,N,N,N,N,15-Dec,,
A,3,159.60,N,N,N,N,7-Nov,5.3,5.6
A,4,157.30,N,N,N,N,11-Nov,6.5,6.4
A,3,154.30,N,N,N,N,14-Nov,6.3,6.2
A,5,154.20,N,N,N,N,5-Dec,,
A,1,151.70,N,N,N,N,28-Dec,,
A,4,151.50,N,N,N,N,10-Nov,5.4,
A,7,151.10,N,N,N,N,15-Dec,,
A,8,149.60,N,N,N,N,14-Nov,4.9,4.7
A,3,148.80,N,N,Y,N,10-Dec,,
A,7,148.10,N,N,N,N,29-Nov,3.7,4.1
A,7,147.90,N,N,N,N,29-Nov,6.8,6.8
A,3,147.20,N,N,N,N,8-Dec,,
A,7,147.10,N,N,N,N,8-Dec,,
A,1,146.80,N,N,N,N,28-Dec,,
A,5,145.60,N,N,N,Y,24-Oct,4.7,4.9
A,3,145.60,N,N,N,N,25-Dec,,
A,3,143.50,N,N,N,Y,7-Nov,5.1,5.5
A,4,142.30,N,N,N,N,4-Nov,4,4.4
A,1,141.90,N,N,N,N,25-Dec,,
A,3,141.00,N,N,N,N,28-Dec,,
A,7,140.90,N,N,N,N,25-Dec,,
A,8,140.50,Y,N,N,N,20-Oct,,
A,8,140.50,Y,Y,N,N,20-Oct,,
A,3,140.30,N,N,N,N,11-Nov,6.3,6.3
A,3,139.50,N,N,N,N,28-Dec,,
A,8,139.10,N,N,N,N,14-Nov,4.3,4
A,6,138.80,N,N,Y,N,10-Nov,5.4,6.3
A,7,138.20,N,N,N,N,5-Dec,,
A,7,138.20,N,N,N,N,8-Dec,,
A,3,137.10,N,N,N,N,29-Nov,5.9,6.9
A,5,137.00,N,N,N,N,18-Nov,3.7,4.1
A,3,135.00,N,N,N,N,25-Dec,,
